serial	track1_filename	md5
SLES-12802	Alone in the Dark - The New Nightmare (France) (Disc 2) (Track 1).bin	8f49f0610c5871ab1051b82686c60126
SLES-12803	Alone in the Dark - The New Nightmare (Germany) (Disc 2) (Track 1).bin	8c1d14bae782a624e6e5f0e5e667178f
SLES-12804	Alone in the Dark - The New Nightmare (Spain) (Disc 2) (Track 1).bin	b3109aef8a475797b43a33d4e6130f63
SLES-12805	Alone in the Dark - The New Nightmare (Italy) (Disc 2) (Track 1).bin	42fcc1ad8c45579284d42cb7eb31cd37
SLES-12965	Final Fantasy IX (Europe) (Disc 2).bin	5e9a9b7ad459a59de0ca61e356dd2ddb
SLES-12966	Final Fantasy IX (France) (Disc 2).bin	1f7f9825903fbdd4cd4e33b7b9e7c14f
SLES-12967	Final Fantasy IX (Germany) (Disc 2).bin	75b8d1f18853f2c44aa27ce35a25f4ff
SLES-12968	Final Fantasy IX (Italy) (Disc 2).bin	153ec3b78da6b10592f0adf70d44abd3
SLES-12969	Final Fantasy IX (Spain) (Disc 2).bin	cd8a09f394b7818ee3d6cf3e3f8aa3ee
SLES-13386	Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 2).bin	285a97a2ef185396e36f4c85c590e5fd
SLES-14034	Final Fantasy Origins - Final Fantasy II (Europe).bin	166ca0c5d62ca19ea92a818df54055b7
SLES-14153	Bust-A-Move 3 DX (Italy) (Reprint) (Track 01).bin	6173a080093ede98a2657052fa376e8a
SLES-22081	Final Fantasy VIII (France) (Disc 3).bin	4e9e3b438f2fc71ba7b9f11bef96ed98
SLES-22082	Final Fantasy VIII (Germany) (Disc 3).bin	e33a8a7702e2ea05cee54b74ac517514
SLES-22083	Final Fantasy VIII (Italy) (Disc 3).bin	0618c73142f9a92d694b405b30069434
SLES-22084	Final Fantasy VIII (Spain) (Disc 3).bin	5471aefbfd034f8114d274372d10fcba
SLES-22166	Fear Effect (Europe) (En,Es,It) (Disc 3).bin	224a75fb3bef4e776470b4f7ca7459da
SLES-22167	Fear Effect (France) (Disc 3).bin	dd9b171638af2f0f4a03d8c2254a0375
SLES-22168	Fear Effect (Germany) (Disc 3).bin	6bb5963a64cab58e1ad83be8534574db
SLES-22965	Final Fantasy IX (Europe) (Disc 3).bin	bd2342fa0e5d3a018abf62b7a7f27fb5
SLES-22966	Final Fantasy IX (France) (Disc 3).bin	2446d1bb692d29647acdf652c56d1f6b
SLES-22967	Final Fantasy IX (Germany) (Disc 3).bin	8141c9cb7630f48ada0b8ef42236c2be
SLES-22968	Final Fantasy IX (Italy) (Disc 3).bin	e5a6dcc0037cf2a964af90a8eec25b15
SLES-22969	Final Fantasy IX (Spain) (Disc 3).bin	196589cab66b64cc752cc4c49ebe7a18
SLES-23386	Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 3).bin	cc33757ca398c125c05e41ae1a14f94b
SLES-32081	Final Fantasy VIII (France) (Disc 4).bin	b74748108171a0a59d2978181ac1237c
SLES-32082	Final Fantasy VIII (Germany) (Disc 4).bin	a87e9ac7111f2eeee3ceea9197bd8be4
SLES-32083	Final Fantasy VIII (Italy) (Disc 4).bin	97fe0992d1932f0a10df6f0e0b4b0c8f
SLES-32084	Final Fantasy VIII (Spain) (Disc 4).bin	b4d99d3b04139ac463772fdba464b7e0
SLES-32166	Fear Effect (Europe) (En,Es,It) (Disc 4).bin	bcec822ef3442f00b81d3e81b16a4161
SLES-32167	Fear Effect (France) (Disc 4).bin	85074c7be640792f8ac52e1b0f421e25
SLES-32168	Fear Effect (Germany) (Disc 4).bin	7a41fd978a11104fcdb8d3de3d9d2366
SLES-32965	Final Fantasy IX (Europe) (Disc 4).bin	db922f0bf5466c94dd027aac22bf320a
SLES-32966	Final Fantasy IX (France) (Disc 4).bin	1ba5dffc27aa7f587ccd806e18eb0096
SLES-32967	Final Fantasy IX (Germany) (Disc 4).bin	853c43e0133b7ef6d90eca416e5fdb6b
SLES-32968	Final Fantasy IX (Italy) (Disc 4).bin	8081b2b8b8e4ba0fc496c146a4b53f12
SLES-32969	Final Fantasy IX (Spain) (Disc 4).bin	396d4cf1622cfdd6fb986b1b9318b590
SLES-33386	Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 4).bin	621509654d86221b5d7945d142abc486
SLPM-80008	Zero Divide (Japan) (Demo).bin	ebffd31028adaa5931c40bfc497ba098
SLPM-80111	Armored Core (Japan) (Demo 1).bin	f139c76f0a19dabd060069258a59313c
SLPM-80118	Armored Core (Japan) (Demo 2).bin	1b510e33ade097d5ce9cd2636149ffeb
SLPM-80143	Cool Boarders 2 - Killing Session (Japan) (Demo) (Track 1).bin	fd42c7dcec5ddafb8bce2756b7686055
SLPM-80245	King of Fighters Kyou, The (Japan) (Demo) (Track 1).bin	b36954a11cd2c786b3e4fde6ef33282f
SLPM-80254	Metal Gear Solid (Japan) (Demo 1).bin	8069197606ef5e63d4e3608a4c8ac736
SLPM-80273	Kagero - Kokumeikan Shinshou (Japan) (Demo) (Track 1).bin	6be9bee64200946e5a036057eab53840
SLPM-80371	Armored Core - Master of Arena (Japan) (Demo).bin	9744f7ac8a89670b0fb357f48294433a
SLPM-80413	Athena - Awakening from the Ordinary Life (Japan) (Demo) (Track 1).bin	7a7e14682d09ddff1779f0036e615db5
SLPM-80443	Paca Paca Passion (Japan) (Demo).bin	994958522f0757695c7681e5f702a701
SLPM-80449	Aquanaut no Kyuujitsu 2 (Japan) (Demo) (Track 1).bin	8556b16659553ccde62a8bacc7571ba5
SLPM-80485	Biohazard 3 - Last Escape (Japan) (Demo) (Track 1).bin	2baad0dd26cbb5fe58ed0134af4d16d3
SLPM-80512	Kenkaku Ibunroku - Yomigaerishi Souku no Yaiba - Samurai Spirits Shinshou (Japan) (Demo).bin	c2c65b933eced9f9f670c7a489f5c37a
SLPM-86020	Bushido Blade (Japan).bin	3d15fae01f383d72ca6338286767df91
SLPM-86023	Akumajou Dracula X - Gekka no Yasoukyoku (Japan) (Rev 1) (Track 1).bin	d67e37895ea7fa8c60fc4d7e0ef70536
SLPM-86028	Final Fantasy IV (Japan).bin	4ba2fed7ef86246b8d0cfaea3f6c1f49
SLPM-86034	Poitters' Point (Japan).bin	13eb6f04e1f515cc104ab8db75efb190
SLPM-86052	Konami Antiques - MSX Collection Vol. 1 (Japan).bin	e8935bd3a6c390c4c80590b41662296d
SLPM-86062	Konami Antiques - MSX Collection Vol. 2 (Japan).bin	7e5e1d66a6c05cf41da37b720ac77cf7
SLPM-86063	Noon (Japan) (Track 01).bin	36f303751036bf295be383373089c0ad
SLPM-86081	Final Fantasy V (Japan, Asia).bin	c359a546331e11e473851abd78cdaf45
SLPM-86088	Astronoka (Japan) (Disc 1).bin	a1b9a377c82ea52286dd5478adbcebee
SLPM-86095	King of Fighters Kyou, The (Japan) (Track 1).bin	45067ccb018611f231c3bcdfb2cff56a
SLPM-86111	Metal Gear Solid (Japan) (Disc 1) (Ichi).bin	9db0469adb734a50d07835557174176c
SLPM-86112	Metal Gear Solid (Japan) (Disc 2) (Ni).bin	a5920ed41e7a32806d5ce86a95cc9176
SLPM-86118	Bakumatsu Roman - Gekka no Kenshi (Japan) (Track 1).bin	78241d3dfde39a00663e26980e387798
SLPM-86123	Bishi Bashi Special (Japan).bin	24707ecb03bc7b16a6a83fe0a263251c
SLPM-86185	Athena - Awakening from the Ordinary Life (Japan) (Disc 1) (Track 1).bin	ae46be2dbdb703678489aa44fa20d939
SLPM-86186	Athena - Awakening from the Ordinary Life (Japan) (Disc 2) (Track 1).bin	e2a0f4e087faf0a23c31a97ec3788b32
SLPM-86187	Athena - Awakening from the Ordinary Life (Japan) (Disc 3) (Track 1).bin	673395a1621aeff26d1093695d249b5e
SLPM-86192	Silent Hill (Japan).bin	80857933cf486d0b74ebf61e9d3d6951
SLPM-86196	Tomb Raider III - Adventures of Lara Croft (Japan) (Disc 1) (Japanese Version).bin	5de8c4e9fab192de3779222ec315b50b
SLPM-86197	Tomb Raider III - Adventures of Lara Croft (Japan) (Disc 2) (International Version).bin	96f5b5dd0abeff4a7584a99fb048f0b8
SLPM-86198	Final Fantasy VI (Japan, Asia).bin	732240c2f512a18cc381252e2ce4a8e6
SLPM-86236	Garou Densetsu - Wild Ambition (Japan, Asia).bin	3cd070277b345afc0fe14bf3b4fcd9a9
SLPM-86247	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 1).bin	b96cef584013df491246513c6b39a186
SLPM-86248	Metal Gear Solid - Integral (Japan, Asia) (En,Ja) (Disc 2).bin	7421e5bf758bd921f7ac39d8f4584f76
SLPM-86249	Metal Gear Solid - Integral (Japan, Asia) (Disc 3) (VR-Disc).bin	40f32919770b614739df190f38fc7d61
SLPM-86272	Rakugaki Showtime (Japan).bin	f162a25833bd0fc92e1b0c6da88cdb7a
SLPM-86345	Kenkaku Ibunroku - Yomigaerishi Souku no Yaiba - Samurai Spirits Shinshou (Japan, Asia).bin	96c24988423c0268962e8c35b3361ebd
SLPM-86394	Land Maker (Japan).bin	bfe91006936e294be0ab07035157a9bf
SLPM-86450	RayCrisis (Japan).bin	fe638c9c1fef68e988e17e7cc185e489
SLPM-86523	Zutto Issho - With Me Everytime... (Japan) (Major Wave) (Track 1).bin	b162b27a8feac994e1277303cd979bfb
SLPM-86548	Winning Lure (Japan).bin	816d73ea55b656b14cafb5a21e1f725b
SLPM-86589	Acid (Japan) (Major Wave).bin	07051b389149692d41d046580f250ed7
SLPM-86613	Arcade Hits - Raiden (Japan).bin	22c68504df9e83b048bb7a2e7607444e
SLPM-86614	Bounty Sword First (Japan) (Major Wave).bin	3985b8b4ed84a0bacc8c54272c80994c
SLPM-86625	Bounty Sword - Double Edge (Japan) (Major Wave).bin	29686e2e099189fd400b3ca9f3dc60c3
SLPM-86630	SuperLite 1500 Series - Chitty Chitty Chicken (Japan).bin	faa371e291005c16a38d13b4e2a8e07f
SLPM-86641	OverBlood (Japan) (Major Wave).bin	8ccafee4837ddef84350c05d7a5b990f
SLPM-86646	Blue Breaker - Egao no Yakusoku (Japan) (Major Wave).bin	862bffc62f93a75f070e7729c639469c
SLPM-86653	Puzzle Mania (Japan) (Major Wave).bin	456ce5f3238cb2e79fec39ec7e10344d
SLPM-86655	Conveni, The - Ano Machi o Dokusen seyo (Japan) (Major Wave).bin	6ee03168d61bcabe56710dcf94c26a28
SLPM-86657	Wai Wai Trump Taisen (Japan) (Track 1).bin	8b42bead492380feb4a030c8c76adfca
SLPM-86658	Culdcept - Expansion Plus (Japan).bin	150140fab785428578e6bdf6e86a7d99
SLPM-86674	Puzzle Mania 2 (Japan) (Major Wave).bin	82b88abaca2f2082015042f1a97f65b8
SLPM-86681	Ocha no Ma Battle (Japan).bin	6fbef3fdc429f1244514ed801d325f06
SLPM-86691	Conveni 2, The - Zenkoku Chain Tenkai da! (Japan) (Major Wave).bin	f14c97dcb156dd0300064f96ccb45414
SLPM-86698	Simple 1500 Series Vol. 48 - The Puzzle 2 (Japan) (Track 1).bin	40f425ee3999a0f201351a8fbb34e2eb
SLPM-86699	Simple 1500 Series Vol. 49 - The Casino (Japan).bin	9c4f733493ca9041c1562866ae5a14e0
SLPM-86701	Simple 1500 Series Vol. 53 - The Helicopter (Japan).bin	752282720cd49e64219246ae5c17543f
SLPM-86709	Simple 1500 Series Vol. 59 - The Suiri - IT Tantei 18 no Jikenbo (Japan).bin	6acc224b21d4f529d2fc08eed160a5a7
SLPM-86712	Simple 1500 Series Vol. 78 - The Zeroyon (Japan) (Track 1).bin	6c816d2e1216c25ab52b5fd33feaf552
SLPM-86714	Simple 1500 Series Vol. 55 - The Darts (Japan).bin	89ed575d37ff42ef408991585a801a0e
SLPM-86715	Simple 1500 Series Vol. 57 - The Meiro (Japan).bin	a8870985b9d923a4c0142c88e89b0b3c
SLPM-86754	Castlevania Chronicle - Akumajou Dracula (Japan) (Rev 1).bin	7b2bbab78416e5f806d7b6510e920142
SLPM-86761	Simple 1500 Series Vol. 60 - The Table Hockey (Japan).bin	879578491cf6def3b6dc349235e03fd5
SLPM-86762	Simple 1500 Series Vol. 56 - The Sniper (Japan).bin	7ea3751a0c812f3a19447ea75604b79c
SLPM-86805	Magical Drop F - Daibouken mo Rakujanai! (Japan) (Major Wave).bin	a1a0d6f06141b4c1d0362df06bf8af3a
SLPM-86820	Salaryman Champ - Tatakau Salaryman (Japan).bin	8301784761f831c664a562681690ff92
SLPM-86841	Simple 1500 Series Vol. 64 - The Kick Boxing (Japan).bin	2c3f884af5c02dd9c9e5ddaf05bbf006
SLPM-86842	Simple 1500 Series Vol. 65 - The Golf (Japan).bin	3a3c1a07d78f9286d1aa4dbe5971c27f
SLPM-86855	DonPachi (Japan) (Cyclone's Best) (Track 01).bin	5898b009420358337a80842924475ade
SLPM-86868	Simple 1500 Series Vol. 69 - The Putter Golf (Japan).bin	0c1869d435913852c235cadeda57bb47
SLPM-86869	Simple 1500 Series Vol. 70 - The War Simulation - Hito no Tsukurishi Mono-tachi (Japan).bin	6e74f9aa8f3878b1b5c9c24907c2f3ea
SLPM-86870	Simple 1500 Series Vol. 71 - The Ren'ai Simulation 2 - Fureai (Japan).bin	7b37f98398271e6b40adc56ae1e0a521
SLPM-86871	Simple 1500 Series Vol. 72 - The Beach Volley (Japan).bin	88abe0b367d5b4c2749114b7ce3708bb
SLPM-86894	Jet Copter X (Japan) (Track 01).bin	f8a6c51f0a38bb6c75bd38df8d29c5f1
SLPM-86914	Simple 1500 Series Vol. 76 - The Dodgeball (Japan).bin	a7279c91ffebf4e594c0e87161d88b86
SLPM-86924	Shin Megami Tensei II (Japan) (Rev 1).bin	5082e5b110f05d55440a44e01aa10cc9
SLPM-86959	Rockman X6 (Japan).bin	c1ff9d715b0d22d3f1ef7d90d8ee2966
SLPM-86973	Simple 1500 Series Vol. 82 - The Sensuikan (Japan).bin	53015c2ed8d26ac39cd69ca466c4a6d9
SLPM-86988	Doki Doki Shutter Chance - Koi no Puzzle o Kumitatete (Japan) (Major Wave).bin	b5a6a5484e0e690364fe3c594a768cd5
SLPM-87008	Simple 1500 Series Vol. 85 - The Sengoku Bushou - Tenka Touitsu no Yabou (Japan).bin	c6b94286e368439f36054bba29369f85
SLPM-87017	Simple 1500 Series Vol. 86 - The Onigokko (Japan).bin	600e4eb2cf8499ac24f647c6af180fb6
SLPM-87026	Simple 1500 Series Vol. 87 - The Kyoutei (Japan) (Track 01).bin	70f978e4fb86f46ddd226b0f6f242152
SLPM-87044	Simple 1500 Series Vol. 90 - The Sensha (Japan) (Track 01).bin	f60763475a57319d4eff44d08c8a46db
SLPM-87055	UnGro Walker (Japan).bin	da7edf22637dfd27f4121c607dbeb473
SLPM-87062	Hana to Ryuu - Hanafuda, Mahjong (Japan) (Major Wave) (Track 01).bin	53d10e9b3932fd9ae4319b31e2b7e002
SLPM-87082	Arcade Hits - Moon Cresta (Japan) (Track 1).bin	1d324c788659ebdaedb2369029753310
SLPM-87083	Hanafuda Graffiti - Koi Koi Monogatari (Japan) (Major Wave).bin	c7d3228084c3b306b844d2e57a9d5991
SLPM-87087	Simple 1500 Series Vol. 98 - The Futsal (Japan).bin	d937058c5a0090c0defce4bc7b6bac01
SLPM-87088	Simple 1500 Series Vol. 97 - The Squash (Japan) (Track 01).bin	3a6382622f5e7895c7524308f93348a8
SLPM-87116	Tall Unlimited (Japan) (Major Wave).bin	8ff54fa42c3b1f8c6c6a1259771e626a
SLPM-87117	AI Mahjong Selection (Japan).bin	55f0a06016bee58d638a44e778ff0776
SLPM-87118	Arcade Hits - Frisky Tom (Japan) (Track 1).bin	7b8edd8554f930c6725ded8f71fed926
SLPM-87137	Arcade Hits - Sonic Wings Special (Japan).bin	fe9e8f759504754d3aba267694822306
SLPM-87140	Simple 1500 Series Vol. 99 - The Kendou - Ken no Hanamichi (Japan).bin	4ee22f2a5de67103ee83a0372cddde23
SLPM-87141	Simple 1500 Series Vol. 100 - The Uchuu Hikoushi (Japan).bin	1e7025b2a20cc703b3edfb3a9fb5a6e5
SLPM-87145	Arcade Hits - Suiko Enbu - Outlaws of the Lost Dynasty (Japan) (Track 01).bin	4c0c98519299c9de5d35bc1007b76be2
SLPM-87173	Arcade Hits - Magical Drop (Japan) (Track 01).bin	b2815630cc1fa70026b4341f6cbc3f62
SLPM-87211	SuperLite 1500 Series - Maerchen Adventure - Cotton 100% (Japan) (Track 1).bin	b5e49fec6ad798e593613159853cb091
SLPM-87225	Wai Wai Bowling (Japan) (Track 01).bin	4f3f9c5ea62b1f6a5e05a9f3e8d3f2ff
SLPM-87228	Arcade Hits - Shienryuu (Japan).bin	9c325b830d300693b32571230c05ab33
SLPM-87230	Wai Wai Kart (Japan) (Major Wave).bin	5a90c2a434f89683b51fdaea1eb9b736
SLPM-87236	Block Kuzushi (Japan) (Track 01).bin	086414e46f1e9da04859828668c1bf57
SLPM-87244	Wai Wai Kusa Yakyuu (Japan).bin	f37ba139e928d5e5efe60e47ee66fbf3
SLPM-87254	Famires, The - Shijou Saikyou no Menu (Japan) (Major Wave).bin	390ee5664ac62e0a80ff7cd87b4fe810
SLPM-87270	Arcade Hits - Wolf Fang - Kuuga 2001 (Japan) (Track 1).bin	5ec5bcd55a7cb448b8bf5e7f24854d7d
SLPM-87284	Azito (Japan) (Major Wave) (Track 1).bin	a352d9e9e3703536b2c955d1ef199bfe
SLPM-87317	Front Mission 1st (Japan).bin	adb75d81538e6d799c89f0215e49d2c4
SLPM-87330	Front Mission 1st (Japan) (Front Mission History).bin	6440040190904d9b70ceb478026e97af
SLPS-00006	Nekketsu Oyako (Japan).bin	ee7b4c4c74f73475e0b64d27e1088e10
SLPS-00007	Geom Cube (Japan) (Track 01).bin	e06e116adb439dc36b372275f09c9d07
SLPS-00010	Falcata - Astran Pardma no Monshou (Japan) (Track 01).bin	2a87bd6e006be2f9b1ba65a4cb839dcf
SLPS-00012	Space Griffon VF-9 (Japan) (Rev 1) (Track 1).bin	4919cae7b1483aeeaa23d4d90b34d340
SLPS-00017	King's Field (Japan).bin	c2b8b1652407c6c8107b0c93e20624a6
SLPS-00022	Starblade Alpha (Japan).bin	b30bef69cfe225e96746c6c903986a96
SLPS-00023	CyberSled (Japan) (Track 01).bin	278133ae3469eecb60600443e3a1aea8
SLPS-00024	Myst (Japan) (Rev 2).bin	d5c60cc593959eda909fe9fd87edfa73
SLPS-00025	Toushinden (Japan) (Track 01).bin	576255ff2cbf71d4cf8f93d658ca0a75
SLPS-00026	Rayman (Japan) (Track 01).bin	c8440d9517caa7fa68e363a43bd1db32
SLPS-00027	Kileak, The Blood (Japan).bin	7c3023ec3830fbe4750949d88391e410
SLPS-00028	Jigsaw World (Japan).bin	a75000ec8623be53417a7cd04e5fa002
SLPS-00031	Kyuutenkai (Japan) (Track 01).bin	f6630fb9e61255436ccce2b584d30602
SLPS-00033	Boxer's Road (Japan) (Track 01).bin	4c6425d0d4b714a298e1895942e2b6f1
SLPS-00069	King's Field II (Japan).bin	359dd7d8ce77940bf7583cf97fef8080
SLPS-00083	Zero Divide (Japan).bin	8a7b82c0ca081a101e06a1dc73be9008
SLPS-00088	Ground Stroke - Advanced Tennis Game (Japan) (Track 1).bin	e420aea0049da48c8eb2f1be669d4ee0
SLPS-00091	Exector (Japan) (Track 01).bin	7e6c7f831a8531b3d00b77c4eb0f87e3
SLPS-00098	Ray Tracers (Japan).bin	7a1bba1195b198e8450cdf0cdaf194e4
SLPS-00107	Namco Museum Vol. 1 (Japan) (Track 01).bin	7ebbf0ee93285fa21c561301f08649d3
SLPS-00128	Makeruna! Makendou 2 (Japan) (Track 01).bin	757d125b0d74057bb1eb36092d25e109
SLPS-00130	Dokiou-ki (Japan).bin	8cd679cecc77672949bcf96b5b704630
SLPS-00148	Firemen 2, The - Pete & Danny (Japan).bin	5d403a8b1d135e316ccd96fbd0273dfd
SLPS-00149	Puppet Zoo Pilomy (Japan) (En,Ja) (Track 1).bin	f2d656da5cae78f0ad29e5e496ba69a8
SLPS-00152	Yaku - Yuujou Dangi (Japan).bin	ce6c9abcc287412c6cc1f022eb4570e9
SLPS-00159	Koten Tsumego-shuu - Shijin no Maki (Japan).bin	e0ab9670d8ebf51f085ab3f0f1c8eaed
SLPS-00171	Hi-Octane (Japan) (Track 1).bin	d6b0b2cb521d8cf18489beecf6aa108f
SLPS-00175	Theme Park (Japan) (Track 01).bin	4ad32085e0f36427e6f4f03a16d390e6
SLPS-00176	Street Fighter Zero (Japan) (Track 01).bin	eb562c91c5c65cff2ee504c275b9049b
SLPS-00178	Match Golf, The (Japan) (Track 01).bin	fdf453852f376d7194b0e91ca2f5763b
SLPS-00183	Chou Aniki - Kyuukyoku Muteki Ginga Saikyou Otoko (Japan) (Track 1).bin	84b956a6120093d5388bbcd944135491
SLPS-00191	Double Dragon (Japan) (Track 01).bin	99902924cecc984c4d628d3bca0d2723
SLPS-00194	Wizard's Harmony (Japan) (Track 1).bin	a27d8bafb9d7c30d828e62efc5090d0a
SLPS-00196	Dai-4-Ji Super Robot Taisen S (Japan) (Track 1).bin	19cfa8cf70853d8a6ab0ef2786ac0828
SLPS-00205	Blockids (Japan) (Track 01).bin	57a1ab2ea29eb237de0732c2af1e9a1a
SLPS-00206	Blockids (Japan) (DX Pack) (Track 01).bin	619b2f3b857525b7b10767b45e6ccf37
SLPS-00209	Namco Museum Vol. 2 (Japan) (Gentei Box) (Track 01).bin	be0f1aa468bb2c70ba24f7d1568992ca
SLPS-00210	Namco Museum Vol. 2 (Japan) (Track 01).bin	9a38a50285200ad8ea109354385d49ae
SLPS-00211	Grille Logic (Japan) (Track 1).bin	e7eb168228a7d2c6e4c075ac23abb62a
SLPS-00214	Kyuiin (Japan) (Track 01).bin	e565be4d26293dcacc1e65a34318343b
SLPS-00215	Policenauts (Japan) (Disc 1).bin	fea7dc633f420a1f5fea8e3e632d6a92
SLPS-00216	Policenauts (Japan) (Disc 2).bin	387c3719260194e4e6c975c0614b0dec
SLPS-00230	CG Mukashi Banashi - Jiisan 2-do Bikkuri!! (Japan).bin	c9e271d7c2953aa27b725f302de466d7
SLPS-00232	Vehicle Cavalier (Japan) (Track 1).bin	be327c09f169ea5eedff5b2d3d2b3c29
SLPS-00236	Uchuu Goushouden - Bakuretsu Akindo (Japan) (Track 01).bin	100239f46e73c3a7879344f95c5212d8
SLPS-00244	Gex (Japan).bin	7ee5f0cf44eb304201479989c48589ee
SLPS-00246	Slam Dragon (Japan) (Track 1).bin	af606522204dd4c31abef288cb05d74f
SLPS-00248	Hyper Crazy Climber (Japan) (Track 01).bin	1ee17d7c28bfd4f0906316f7f33965a7
SLPS-00249	Kokumeikan (Japan) (Track 1).bin	0257dfb90baad94e9805e4caaf0dc8f2
SLPS-00263	Athena no Kateiban - Family Games (Japan) (Track 01).bin	d35e12f059b3129476f22d1161fff400
SLPS-00267	Deadheat Road (Japan) (Track 01).bin	e8f930dd000494b5b8554cfdd4260a37
SLPS-00284	Puzzle Bobble 2 (Japan) (Track 01).bin	df88fb75ad6915186b8256ab4aedeb9b
SLPS-00300	Tekken 2 (Japan) (Rev 1) (Track 1).bin	ea2182652787b7b2e964d16f866d912c
SLPS-00304	Noel - Not Digital (Japan) (Disc 1).bin	920f40ac5421d9af8fe2409e2c0ddaa5
SLPS-00305	Noel - Not Digital (Japan) (Disc 2).bin	7e93565ddfd1e2030b76bb590f56c8da
SLPS-00323	Neo Planet (Japan) (Track 01).bin	40f415637e42209cdea08dc78c5560ec
SLPS-00334	Tsuukai!! Slot Shooting (Japan) (Track 01).bin	25e40a4ec85b06195d90bd6ddf198841
SLPS-00335	Dezaemon Plus (Japan) (Track 1).bin	f1f403f11f4e7b5e6c44c99b800d5dd2
SLPS-00342	Expert (Japan) (Track 01).bin	06eb25570489879890bf4a61bc91fa1a
SLPS-00351	King of Fighters '95, The (Japan) (Track 01).bin	f15b1c511d0fd6d2f01406e6d168ae62
SLPS-00359	Meru Purana (Japan) (Track 01).bin	b3e22bd9bfee00b0a8cea26de193a2a2
SLPS-00360	Super Pang Collection (Japan) (Track 01).bin	8339466213181d49e08e740e4319da3d
SLPS-00367	Hanafuda Graffiti - Koi Koi Monogatari (Japan).bin	3703f4a149ba346bb1fa92bbf7c5ea1a
SLPS-00374	Silhouette Stories (Japan) (Track 01).bin	4d7fff91087d7cbe0c683bc24c478b06
SLPS-00377	King's Field III (Japan) (Rev 1).bin	72a271d5336ba4095076efc8e7af4f99
SLPS-00392	OverBlood (Japan).bin	dcafdc676d78d143d9debab7db696964
SLPS-00404	Gakkou de Atta Kowai Hanashi S (Japan).bin	6114403a7600b05524ebb8b34dc4c538
SLPS-00406	Aquanaut no Kyuujitsu - Memories of Summer 1996 (Japan) (Track 1).bin	c51b552cc132d7e472fcf156dec4345a
SLPS-00415	Street Fighter Zero 2 (Japan) (Track 1).bin	c9b4cd646ff52709360ab1432784e6c4
SLPS-00420	SimCity 2000 (Japan).bin	84854398e8fb344818aff8840cc4667a
SLPS-00442	Nyan to Wonderful (Japan) (Track 01).bin	6953684d9b2c3f109713d805ee9fc8db
SLPS-00450	Smash Court (Japan).bin	31d86d56d13d02c95d740d6ac6948dcc
SLPS-00456	Cool Boarders (Japan) (Track 01).bin	a66c04082b21acb2e6bd8699799337f5
SLPS-00463	Fish Eyes (Japan).bin	8e303085f1389c64d215bb343770c617
SLPS-00470	Heroine Dream (Japan) (Shokai Genteiban) (Track 1).bin	e3b50bf7d40f5454f829407998491fa3
SLPS-00471	Heroine Dream (Japan) (Track 1).bin	ff3a1abe6ae057af5f1e071a1389b0ff
SLPS-00476	Spectral Tower (Japan).bin	66a63fa142b5bb235df854a0e22af6d0
SLPS-00495	Gunship (Japan) (Track 1).bin	e6c28f328771b28e3e6a0fc38132dbf1
SLPS-00497	Building Crush! (Japan) (Track 01).bin	64720d6c9766290d4436f557a8416c31
SLPS-00498	Harmful Park (Japan).bin	78d101cad59d01cef2666c7afeec988c
SLPS-00530	Puyo Puyo Tsuu - Ketteiban (Japan, Asia).bin	9bd3d70e73e61950b9f958a6ceb6654f
SLPS-00544	Tantei Jinguuji Saburou - Mikan no Report (Japan) (Track 1).bin	829bbed4373982ee4a043a6f234322ca
SLPS-00548	DonPachi (Japan) (Track 01).bin	2eb498c617896347ee3b5468893bf003
SLPS-00572	Rescue 24 Hours (Japan) (Track 01).bin	2710cef108d0ffea2e2d4f99a4c39f48
SLPS-00581	Beltlogger 9 (Japan) (Shokai Genteiban).bin	ad7397b922a2f50939748fc31991951e
SLPS-00582	Beltlogger 9 (Japan).bin	48273a1adb15faf9bf7175136a9688e1
SLPS-00587	Magic Carpet (Japan) (Track 1).bin	61508430ed9f366a303bc130394a88ca
SLPS-00602	Deserted Island (Japan).bin	bfa222ddf35fc97c3efc9a7cd1d91965
SLPS-00620	ToPoLo (Japan) (Track 1).bin	5d293bdedc4cd040db142c710a9c7067
SLPS-00624	GaiaSeed - Project Seed Trap (Japan) (Track 01).bin	18ee89c0cf38c642fbba699925b3f63a
SLPS-00640	Real Bout Garou Densetsu (Japan) (En,Ja) (Track 01).bin	406fab9523c5b1025da64012fdae03c4
SLPS-00657	Clock Tower 2 (Japan).bin	5d8e182e50d8c6c2e9aeccf81feafcb4
SLPS-00678	RayStorm (Japan).bin	901800c761e47bc6299c87fdd96ac06c
SLPS-00683	Azito (Japan) (Track 1).bin	31f483043ee8a8cc0f5eaac40f3190d4
SLPS-00689	Yaku Tsuu - Noroi no Game (Japan).bin	8996e9ff21c8d1673d7d2c2297904723
SLPS-00700	Final Fantasy VII (Japan) (Disc 1).bin	e69ffb42c2d13e902156cd50273e496d
SLPS-00701	Final Fantasy VII (Japan) (Disc 2).bin	aad3ffd8f054b9ebead0acfffac82664
