serial	track1_filename	md5
SIPS-60001	Destruction Derby (Japan) (Track 01).bin	638578c174c7652257c4cf87ddbeb780
SIPS-60003	Wipeout (Japan) (Track 01).bin	88aab500992f94f3d4070a0c88772f26
SIPS-60007	Twisted Metal (Japan) (Track 1).bin	d7cb2dacea71a3c151684ceecc7c7326
SIPS-60020	JetMoto (Japan) (Track 01).bin	4fd35fad7463adfc16765c319a53a865
SIPS-60022	Rally Cross (Japan) (Track 1).bin	b180378b46ae8ff91ab3496c907d3071
SLES-00013	Loaded (Europe) (En,Fr,De) (Track 01).bin	0760d28dcd08d8c1f124440c444203fe
SLES-00024	Tomb Raider (Europe) (EDC) (Track 01).bin	5ab980db968b293345b84a5b079ba785
SLES-00027	Gunship (Europe) (En,Fr,De,Es,It) (Track 1).bin	48c1b4f66b52a16ecde70eba477696cd
SLES-00043	Super Pang Collection (Europe) (Track 01).bin	f7e7e7db671c5d26edc37716464d4400
SLES-00049	Rayman (Europe) (En,Fr,De) (Track 01).bin	3345f302a620094d5ec9fe4f408299d4
SLES-00072	Theme Park (Europe) (En,Fr,De,Es,Sv) (Track 01).bin	e4a99027bc139093a8442ea979a7b968
SLES-00075	Blood Omen - Legacy of Kain (Europe).bin	3908d20266f1ffaecc8b308ad2619926
SLES-00082	G-Police (Europe) (Disc 1).bin	0d888d5d7d193df80f2b7513aad637d3
SLES-00115	Hi-Octane (Europe) (En,Fr,De,Es) (Track 1).bin	d4034fad396fc4e5f1ad09b728ad622b
SLES-00133	Gex (Europe).bin	8391f84295735f27da25a453e8576656
SLES-00136	Critical Depth (Europe) (Track 01).bin	ae54b7cc2376bd14c293913004fbd999
SLES-00159	Zero Divide (Europe).bin	68ce94d189ccb2741a59af1ddf09d79c
SLES-00197	Galaxy Fight (Europe) (Track 1).bin	8d747c9d31560b29a1bbd8945f78e2fa
SLES-00199	Street Fighter Alpha - Warriors' Dreams (Europe) (Track 01).bin	2f96c2c59a016fb211cb0442be283cb6
SLES-00206	Extreme Pinball (Europe) (Track 01).bin	917583c5b475eb545abb0e60c35a9365
SLES-00209	Fade to Black (Europe) (En,Fr,De,Es,It).bin	95efc1fb4765ac87365920474ad8ff51
SLES-00211	Magic Carpet (Europe) (En,Fr,De,Es,Sv) (Track 1).bin	43f519094389f523147a81aff7a20046
SLES-00212	Syndicate Wars (Germany) (Track 1).bin	34f97b16d1833448819b384635913644
SLES-00213	Syndicate Wars (Europe) (En,Fr,Es,It,Sv) (Track 1).bin	649667995e17543d4ee292ec2523e423
SLES-00218	Myst (Europe) (En,Fr,De,Es,It).bin	0b2076c28aef258bea37a04a24e06fd6
SLES-00261	Hardcore 4x4 (Europe) (En,Fr,De) (Track 1).bin	eea2cbd91cbfafed934907bdc32a4afd
SLES-00265	Actua Tennis (Europe) (Track 1).bin	7f4944d5e1223c96f68470b64bbb2b0b
SLES-00339	Fade to Black (Europe) (En,Fr,De,Es,It) (SLES-00339).bin	50f2eac8b91bf2c4c151f98255275cf3
SLES-00471	SimCity 2000 (Europe) (En,Fr,De,Es).bin	d60f6696fe800e3ae25e55265e81dce0
SLES-00485	Tomb Raider (France) (Track 01).bin	7deb8eefd8d3458974417feede93fd19
SLES-00486	Tomb Raider (Germany) (Track 01).bin	ae84e7463bfe1a9f2ee02c650e0d3109
SLES-00496	Street Fighter Alpha 2 (Europe) (Track 1).bin	fa1232cb0078928397fb1608d6feb192
SLES-00507	Soviet Strike (Europe) (Track 1).bin	5f370a2194c07217f67ca3fcf2d44834
SLES-00508	Soviet Strike (France) (Track 1).bin	711104f82d7d76f147e4720578738196
SLES-00509	Soviet Strike (Germany) (Track 1).bin	06b46d8ef354b0988aace95ed9c6c036
SLES-00522	Blood Omen - Legacy of Kain (France).bin	7d03e83ed965cf331e0526b32e10d5d5
SLES-00523	Blood Omen - Legacy of Kain (Germany).bin	414f7206dd11a64ac373301811883b7b
SLES-00524	Castlevania - Symphony of the Night (Europe) (Track 1).bin	3997553de7f055eb19e3951801d3949a
SLES-00526	Pandemonium! (Europe).bin	eaf511c3059091e49e1c03673c2ce426
SLES-00527	Suikoden (Europe).bin	fa873f86edf4811aca51395218f704f0
SLES-00537	Re-Loaded (Europe) (En,Fr,De) (Track 01).bin	d8a330b124a3ad186328c32002754b91
SLES-00556	Motorhead (Europe) (Track 01).bin	b5a5923621e98f198fe9b20b95a35f25
SLES-00596	Gex 3D - Enter the Gecko (Europe).bin	683e4c5284925bef67e8f1715083efa7
SLES-00627	Theme Hospital (Europe) (En,Fr,De,Es,It,Sv).bin	0b387bdb27bd19f917c1bcbc66b23ade
SLES-00664	Oddworld - Abe's Oddysee (Europe).bin	ccc4a3cb8df9eb00fbd5c922aebb23ff
SLES-00718	Tomb Raider II - Starring Lara Croft (Europe) (EDC) (Track 01).bin	b05f07e226999862f97e92484245666c
SLES-00719	Tomb Raider II - Starring Lara Croft (France) (Track 01).bin	647db6af27e23e02fd8b556dca963bce
SLES-00720	Tomb Raider II - Starring Lara Croft (Germany) (Track 01).bin	99315d43d74e7807e9b1552809e010c8
SLES-00731	Fighting Force (Europe) (En,Fr,De) (Track 01).bin	00dcdbac56bba53f2a5c898b07785408
SLES-00766	Mega Man - Battle & Chase (Europe).bin	e15773bd163762d727a19ea615208993
SLES-00768	OverBlood (Europe).bin	401601e8a64f9d629a95f3effa3a6043
SLES-00769	OverBlood (France).bin	7a31470781244e484a0980d14260237f
SLES-00770	OverBlood (Germany).bin	d675f388baea5a0e9471c2a6094cffe9
SLES-00839	Oddworld - Abe's Oddysee (Germany).bin	cceac7d6c9b7f5a986facfcdcec1c7b4
SLES-00840	Oddworld - Abe's Oddysee (Italy).bin	f558a14112127c6124a4bf8c26aff17a
SLES-00841	Oddworld - Abe's Oddysee (Spain).bin	495d0d4d14e008ba50c7afefd6832fa4
SLES-00853	G-Police (France) (Disc 1).bin	c8bfc4e05d047af0cd8340d0396a1cbf
SLES-00854	G-Police (Germany) (Disc 1).bin	3a4dda61de91f3103039be5fcc28dfda
SLES-00855	G-Police (Italy) (Disc 1).bin	e89ef1cdc81118e2c883c845708f98d5
SLES-00856	G-Police (Spain) (Disc 1).bin	ca0123ac5719500936c07fa9aa1bf313
SLES-00875	Bugriders - The Race of Kings (Europe) (Track 01).bin	d04acfb6d95bc2ae5955e76aa0c0af23
SLES-00927	Constructor (Europe) (En,Fr,De,Es) (Track 1).bin	1d64a011f8dbc4f5faeae7501681ddc7
SLES-00949	Command & Conquer - Red Alert (Europe) (Disc 1) (Allies).bin	3146da57ed57612c1f9315467ce358e9
SLES-00965	Pandemonium 2 (Europe).bin	8a5650da32b0aed735455846a82a23c3
SLES-00969	Resident Evil - Director's Cut (Europe).bin	850b338d8bef853035315e98164bba4d
SLES-00970	Resident Evil - Director's Cut (France).bin	6f9f0c0a0e38a6e9e6527dba73b365f5
SLES-00971	Resident Evil - Director's Cut (Germany).bin	675e817db53efbec7b34070e6e9134dd
SLES-00972	Resident Evil 2 (Europe) (Disc 1) (Track 1).bin	e0dfda3066e96cec77fa09d4e04144d4
SLES-00973	Resident Evil 2 (France) (Disc 1) (Track 1).bin	9ae727ed4084c15ca4710ae0eff8bd0b
SLES-00974	Resident Evil 2 (Germany) (Disc 1) (Track 1).bin	03edddb5b1c06e5a545ad13060e2302c
SLES-00975	Resident Evil 2 (Italy) (Disc 1) (Track 1).bin	8e433e7e12f7a0df9cfbccd3b5534150
SLES-00976	Resident Evil 2 (Spain) (Disc 1) (Track 1).bin	6aa75d013941a33f77607a1f8c39c588
SLES-00991	Bust-A-Move 3 DX (Europe) (Track 01).bin	6272fa41bac8893dba5b262c8a40cf8f
SLES-01042	Actua Golf 3 (Europe) (Track 1).bin	4a860ab5316c8f9163f7f38a9d8d55cf
SLES-01135	Alundra (Europe).bin	fdc0f0ab1f22f3e12b9f3c4ae0ccb509
SLES-01136	Tom Clancy's Rainbow Six (Europe) (En,Fr,It) (Track 01).bin	58138e00f9d53129e01af83e521cd298
SLES-01198	Alundra (France).bin	a190f2b66ee9e7e5f1db4cbbea9a73a1
SLES-01256	Alundra (Germany).bin	2589bcff97211726b85fad51435b56aa
SLES-01257	Alundra (Italy).bin	1a5a3a8cb1658d35194952cc6e555165
SLES-01258	Alundra (Spain).bin	0f31b77d56750c08e55b8436413397d2
SLES-01299	Gex - Deep Cover Gecko (Europe) (En,Es,It).bin	01a0287328e23c60c37cc081b8a7965a
SLES-01301	Legacy of Kain - Soul Reaver (Europe).bin	9e38befb10415dd4d2fee9d02cf016e7
SLES-01343	Command & Conquer - Red Alert - Retaliation (Europe) (Disc 1) (Allies).bin	70d9806b71db26e60e6c4362d27db2c2
SLES-01370	Metal Gear Solid (Europe) (Disc 1).bin	14f4ee17e61da6fed24569e409d1e6b7
SLES-01378	Pocket Fighter (Europe) (Track 1).bin	22ff92e9bdc34087af5e23f61b27ccdd
SLES-01389	Bust-A-Move 4 (Europe) (Track 01).bin	1a5aef5ad476fc93f0533faf20b2e2d7
SLES-01396	Actua Tennis (Europe) (Fr,De) (Track 1).bin	cb283e8336d6f9237b5aeb8a5f49cd56
SLES-01428	Constructor (Italy) (Track 1).bin	f67f907b5845229a805fe6370202dcda
SLES-01449	Future Cop - L.A.P.D. (Europe) (En,Fr).bin	a25a51f497d45f41755d6849da262c19
SLES-01480	Oddworld - Abe's Exoddus (Europe) (Disc 1).bin	0e6d72f0f8480cb9184c4c3048f20a24
SLES-01482	Future Cop - L.A.P.D. (Germany).bin	2cd223ac301a5c4fa2117621b108d06f
SLES-01503	Oddworld - Abe's Exoddus (Germany) (Disc 1).bin	c07425688cf4de8f0621f1dd7e7b6656
SLES-01504	Oddworld - Abe's Exoddus (Italy) (Disc 1).bin	1ca126b5bfaf364922238ae4cff5da61
SLES-01505	Oddworld - Abe's Exoddus (Spain) (Disc 1).bin	75de819808b03edfba5daa4de08c01a0
SLES-01506	Metal Gear Solid (France) (Disc 1).bin	d9e655182d3d60f927b80b16a89f1ad3
SLES-01507	Metal Gear Solid (Germany) (Disc 1).bin	1b9af35828d5808b66e0e16d76c5d6df
SLES-01508	Metal Gear Solid (Italy) (Disc 1).bin	97ccce6268734b3fab069f8facb1bf00
SLES-01514	Silent Hill (Europe) (En,Fr,De,Es,It).bin	980eaef02b5d8476964d9d37ffaa01cc
SLES-01539	Hard Edge (Europe) (En,Fr,De).bin	d07822b3274ebe1267d42b296380d387
SLES-01649	Tomb Raider III - Adventures of Lara Croft (Europe) (Rev 1) (EDC).bin	7a3ff82188a78824fe67c59100a3208e
SLES-01664	Centipede (Europe) (En,Es,Sv) (Track 01).bin	b04dae006f42fb66bbf532a3c189b9d6
SLES-01682	Tomb Raider III - Les Aventures de Lara Croft (France).bin	af5ba5b3947ab1c85626b5a30ae55c6b
SLES-01683	Tomb Raider III - Adventures of Lara Croft (Germany).bin	b8e81f5aaa1e3b79a7dd8a5136026411
SLES-01684	Tomb Raider III - Adventures of Lara Croft (Italy) (Rev 1).bin	84ace2a9fe17ba6f62dca61c7ed0c245
SLES-01685	Tomb Raider III - Adventures of Lara Croft (Spain) (Rev 1).bin	097a5b32df5be68c1bc5e31380ac4f45
SLES-01712	Bomberman Fantasy Race (Europe) (En,Fr,De,Es).bin	3fad5e8cccac33cc6f07bd7104b5e5b2
SLES-01727	Reel Fishing (Europe).bin	556abd19b8473165d51ee3590e05e224
SLES-01734	Metal Gear Solid (Spain) (Disc 1) (Rev 1).bin	8ec908ccfaba26299dde96484ee065bb
SLES-01759	Street Skater (Europe) (En,Fr,De) (Track 01).bin	6353ba1acf9759ff49e32a264fcf2045
SLES-01760	Populous - The Beginning (Europe) (En,Fr,De,Es,It,Nl,Sv).bin	dc1b28cea6eac056f192ec852c3c369a
SLES-01816	Driver (Europe).bin	9d77cf2610e29c4ada694784275cef5e
SLES-01893	Bomberman (Europe).bin	55b3d16968420bef57a591dc129ac0e8
SLES-01900	Centipede (Europe) (Fr,De,It,Nl) (Track 01).bin	eccce479ed9f6d61e5a3814a5523d5d0
SLES-01908	Gex - Deep Cover Gecko (Europe) (Fr,De).bin	cbf12b2915465350aa2494a913da9b14
SLES-01937	40 Winks (Europe).bin	82721094cbe6539bb22c1fe4efb1e066
SLES-01940	40 Winks (Italy).bin	e68771e91206ae8cdbea70e57c14c695
SLES-01941	40 Winks (Spain).bin	7ba7755f9f5184d25d05cd391a29073b
SLES-01975	Driver (Germany).bin	6c2b1495877019fee2d3903bedcee7d9
SLES-01976	Driver (France).bin	a2946c01182676be64fda9f114848bb0
SLES-01977	Driver (Italy).bin	8b8a3cb9598bf3cbf875f4fdca7a319b
SLES-01978	Driver (Spain).bin	ffdc79f03d2bd3c5e2e0c7d2193c11eb
SLES-02020	Pong (Europe) (En,Fr,De,Es,It,Nl) (Track 01).bin	c8cba76dd5de65808b90492324b93e41
SLES-02024	Legacy of Kain - Soul Reaver (France).bin	eb19c646b3d509dfe94dc56aeb187e53
SLES-02025	Legacy of Kain - Soul Reaver (Germany).bin	1b2286c9b5c0b8ff167717884ef13aeb
SLES-02026	Legacy of Kain - Soul Reaver (Spain).bin	340c7d2c145f1f4b52b79299b47dcdb7
SLES-02027	Legacy of Kain - Soul Reaver (Italy).bin	1c84fef1c40778309e8a69d8389dcdc8
SLES-02070	Puchi Carat (Europe).bin	9220124f569f0e2c3e1ebe7a0a32dd4a
SLES-02081	Final Fantasy VIII (France) (Disc 1).bin	6db5e3989c8fe365d37190579b7b6144
SLES-02082	Final Fantasy VIII (Germany) (Disc 1).bin	0cdcc6e178faba38e576484024385a03
SLES-02083	Final Fantasy VIII (Italy) (Disc 1).bin	d4aa6574282aaa5bbe008abd10289c7e
SLES-02084	Final Fantasy VIII (Spain) (Disc 1).bin	093ebeff24482d5de4547283db3ce676
SLES-02111	Ehrgeiz - God Bless the Ring (Europe).bin	c7ef26c233d2b3550f0af879c03e2db2
SLES-02136	Metal Gear Solid - Special Missions (Europe) (En,Fr,De,Es,It).bin	a62f45442640158001fc9ba98859ccc4
SLES-02144	Space Invaders (Europe) (Track 1).bin	7c4bc5fc1e9e34ff28f294f3634c93db
SLES-02166	Fear Effect (Europe) (En,Es,It) (Disc 1).bin	13ac76432528d290e1369e470551fa52
SLES-02167	Fear Effect (France) (Disc 1).bin	633019e37744b0529bc16e80357d19c6
SLES-02168	Fear Effect (Germany) (Disc 1).bin	ef9ec430d1179fde528d639279ca8d2a
SLES-02207	Dino Crisis (Europe) (Track 1).bin	a0cb25075ee362294871943f3d4d2421
SLES-02208	Dino Crisis (France) (Track 1).bin	0f5464b7881497458c437cac609966bb
SLES-02209	Dino Crisis (Germany) (Track 1).bin	775dd8c828da9179b1181a3a1399646d
SLES-02210	Dino Crisis (Italy) (Track 1).bin	3b5b4d2699cccbb501a2539140e9cf70
SLES-02211	Dino Crisis (Spain) (Track 1).bin	e271ee223eda1c8bcf12e8a9873ec3dc
SLES-02218	Sheep (Europe) (En,Fr,De,Es,It) (Track 01).bin	1a7ea8406b0b1e94a5ebd31ff60591a1
SLES-02233	Fighting Force 2 (Europe) (En,Fr) (Track 1).bin	d7d753643395c2fa62d69caaa0d79758
SLES-02235	Fighting Force 2 (Germany) (Track 1).bin	f9400a40c19419857a6be510c8e60ecd
SLES-02237	Fighting Force 2 (Europe) (Es,It) (Track 1).bin	e98f18b3c0d7a839f2d3139f6f777260
SLES-02238	Tomb Raider - The Last Revelation (Europe, Australia).bin	b0e980d38bbb4b40b27b4ee2fbbefb06
SLES-02241	Tomb Raider - The Last Revelation (Italy).bin	d8ae67bf9febab65b79dc466332ffa35
SLES-02242	Tomb Raider - The Last Revelation (Spain).bin	03aebc074b635ddef33420ec2ce76ff4
SLES-02245	Missile Command (Europe) (En,It) (Track 1).bin	fa68412c26d71dcdb7bfc7d83997c95c
SLES-02372	Tom Clancy's Rainbow Six (Germany) (Track 01).bin	2605df04cfa062bec98497bf71249ada
SLES-02397	Grandia (Europe) (Disc 1).bin	7474b953db8f91dd79e08848e4a7831d
SLES-02398	Grandia (France) (Disc 1).bin	b23a14896d6f120445db352e20315f0b
SLES-02399	Grandia (Germany) (Disc 1).bin	e36ad899771b48d5a085a745be5088d4
SLES-02423	Front Mission 3 (Europe).bin	bbddf2958dc1208004ea97172227dd70
SLES-02442	Suikoden II (Europe).bin	e79ab52a6cdef92526eb7ac05201607a
SLES-02443	Suikoden II (France).bin	84f096d261d4932da7b17a485f6299df
SLES-02444	Suikoden II (Germany).bin	b4799eaa4a49436e9332ebf236d7c690
SLES-02445	Suikoden II (Spain).bin	bc2201caa08654d7073072ae8e3ba47d
SLES-02446	Suikoden II (Italy).bin	a863183945f34711a176e40b271cd0d1
SLES-02482	Missile Command (Europe) (Fr,De) (Track 1).bin	f52d1d1c00ef50ca8d8e9c3c96bd207c
SLES-02494	Guilty Gear (Europe) (Track 1).bin	7fc5e080e275700241bca199d337e99d
SLES-02529	Resident Evil 3 - Nemesis (Europe).bin	e7813f06885842fe2bb2c3d02b67f455
SLES-02530	Resident Evil 3 - Nemesis (France).bin	d66e5413d0164d05a1140bcaf88c0f80
SLES-02531	Resident Evil 3 - Nemesis (Germany).bin	b2a725f85ae5fe9568063a66fdc7d078
SLES-02532	Resident Evil 3 - Nemesis (Spain).bin	5a82299e20665dbbb011ae11dbabd13a
SLES-02533	Resident Evil 3 - Nemesis (Italy).bin	033bc5e15934efcce2f1fa80810280be
SLES-02537	Bishi Bashi Special (Europe).bin	c314350fdf2b51b3598acc15d89cd788
SLES-02558	Parasite Eve II (Europe) (Disc 1).bin	f338c9cda8e2e4d6bf2ba2ed80f51829
SLES-02559	Parasite Eve II (France) (Disc 1).bin	23e3df8b980463771f7f19f2cf6396c0
SLES-02560	Parasite Eve II (Germany) (Disc 1).bin	88f6738f782b79327c06045ee94696f5
SLES-02561	Parasite Eve II (Spain) (Disc 1).bin	3bc2ff70178fe04a8e24dd23b4de7946
SLES-02562	Parasite Eve II (Italy) (Disc 1).bin	513d809d96da9faf7a50f6ffec6c5a2d
SLES-02682	Land Maker (Europe).bin	38a799ce3f3d9030afd79e7e2abbe8b7
SLES-02698	Resident Evil 3 - Nemesis (Ireland).bin	53b87fac4d0695cc118d9c1a52a2049a
SLES-02703	Street Skater 2 (Europe) (En,Fr,De) (Track 01).bin	6004520f884039e74ebce70825ef0561
SLES-02754	Vagrant Story (Europe).bin	a146f070877e561c3079eafdd35ddb36
SLES-02755	Vagrant Story (France).bin	bb9dd38f415df910e744c34b3251c30f
SLES-02756	Vagrant Story (Germany).bin	997c24192378e990343c6df3c2de35fa
SLES-02775	Championship Bass (Europe).bin	05f45b5635e7b5190d63099cedade8c9
SLES-02780	Reel Fishing II (Europe) (En,De).bin	f8d25f23dcf33e3aefb4d0cf15c961ee
SLES-02781	Harvest Moon - Back to Nature (Europe) (En,De).bin	6a8c156f3cfd21bb764bde9a96beffd7
SLES-02790	Spin Jam (Europe) (Track 1).bin	0929cbaedf345670f7d11b0c6a565de5
SLES-02792	Silent Bomber (Europe).bin	1fefcbc8612457930fa9e6f421bd8a43
SLES-02793	Crisis Beat (Europe).bin	bce6f18bf2eb0f0543ca4c5b0d69493f
SLES-02801	Alone in the Dark - The New Nightmare (Europe) (Disc 1) (Track 1).bin	e1e8961f76647d00ea5ba93aa0951b6c
SLES-02802	Alone in the Dark - The New Nightmare (France) (Disc 1) (Track 1).bin	f2fe5e83dd813b7e85b525a09d0fc2b0
SLES-02803	Alone in the Dark - The New Nightmare (Germany) (Disc 1) (Track 1).bin	85c683dabf612d1c171ee498a06df50c
SLES-02804	Alone in the Dark - The New Nightmare (Spain) (Disc 1) (Track 1).bin	f5521d412e370353b111215935a1880a
SLES-02805	Alone in the Dark - The New Nightmare (Italy) (Disc 1) (Track 1).bin	df878c90cf20df40761e122b1da21f32
SLES-02882	RayCrisis (Europe).bin	659728ea359bea03028dbcb2d1b4a885
SLES-02905	Rayman 2 - The Great Escape (Europe) (Fr,De) (Track 1).bin	6c9f68eb9088fed7f9015d21f562d79f
SLES-02906	Rayman 2 - The Great Escape (Europe) (En,Es,It) (Track 1).bin	0bac85a7c69a0951c85766dac5a5c23c
SLES-02919	Sanvein (Europe) (Track 1).bin	2a320845e57aa54e0bee4910dfd5eb8f
SLES-02965	Final Fantasy IX (Europe) (Disc 1).bin	067bb3d7635e7b780ba52c1f98a460d2
SLES-02966	Final Fantasy IX (France) (Disc 1).bin	482063087f568b8b850a7f259e5c242d
SLES-02967	Final Fantasy IX (Germany) (Disc 1).bin	906aca4b62a9dec5a4e40d78f420f725
SLES-02968	Final Fantasy IX (Italy) (Disc 1).bin	d0980d02ed048dd08a45689a10eacc11
SLES-02969	Final Fantasy IX (Spain) (Disc 1).bin	a5fe6be25465aadff47593b49f1caa99
SLES-02989	Silent Bomber (France).bin	71fc01dd33b69875cd4446a021c0b13c
SLES-02990	Silent Bomber (Germany).bin	367a0430cb08ad1565d7a5595e2ae207
SLES-02991	Silent Bomber (Italy).bin	9d55fad38204f01ad68c6222429991ce
SLES-02992	Silent Bomber (Spain).bin	f131832f24966e59ceb181edd827c604
SLES-03163	Bombing Islands, The (Europe) (Track 01).bin	06f5129bae03c48c88a47cef6ca71856
SLES-03208	Gubble (Europe) (Track 01).bin	7315b2c152c0681d716c3b4130e42bd3
SLES-03221	Dino Crisis 2 (Europe) (Track 1).bin	501c9348d17560cd63baa592bb8f5ad3
SLES-03222	Dino Crisis 2 (France) (Track 1).bin	8d9236be077691a2f837758ce2575208
SLES-03223	Dino Crisis 2 (Germany) (Track 1).bin	d6487f32eeffba4445bdc37aafdce09a
SLES-03224	Dino Crisis 2 (Italy) (Track 1).bin	4faadc0681c1956ae380852f99d04bcc
SLES-03225	Dino Crisis 2 (Spain) (Track 1).bin	5a7c2f0a9876fdf8808119108b77879f
SLES-03331	Tomb Raider Chronicles (Europe).bin	30a399532ce7ac76b1322cbe8cb10a62
SLES-03336	Tomb Raider Chronicles (Spain).bin	cfad848a9e4e4b032de48e95ca2378eb
SLES-03386	Fear Effect 2 - Retro Helix (Europe) (En,Fr,De) (Disc 1).bin	275454acfb70abc01624cbdfb921513a
SLES-03396	Disney-Pixar Toy Story Racer (Europe).bin	4b3ce4c59d9157a092e322da10a51787
SLES-03397	Disney-Pixar Toy Story Racer (Europe) (Fr,De).bin	b4a5a4147fabb677990c476118dfda86
SLES-03398	Disney-Pixar Toy Story Racer (Europe) (Es,It,Nl).bin	7db3b977777ed5541869d0a4c780ec18
SLES-03511	Rageball (Europe) (Track 1).bin	c39cd01faf725cdb9248938acc2e552f
SLES-03552	Breath of Fire IV (Europe) (Track 1).bin	5e30fb4a490a7332f6f123dc30027f57
SLES-03556	Mega Man Legends 2 (Europe) (Track 1).bin	aa59b0481fae568a4e970b146e1e1422
SLES-03827	Sports Superbike 2 (Europe) (Track 1).bin	b60eb18c00a204f84d7caa2523af0d3e
SLES-03960	Snowboard Racer (Europe) (Track 01).bin	cd7a076aaef3e029d80763587f70744b
SLES-03961	Super Slammin' Dodgeball (Europe).bin	84b35fd1ba4a5b568f88ccddd6d15907
SLES-04003	Blockids (Europe) (Track 01).bin	58b8956e44dca0653f4565a0d60424e4
SLES-04005	Turnabout (Europe) (Track 01).bin	ab02c7bffb8c5a61552d07c2817860e8
SLES-04034	Final Fantasy Origins - Final Fantasy (Europe).bin	6ead4413185c769a5d90c9d0a288c316
SLES-04057	Miracle Space Race (Europe).bin	cb961dd0ad34e784a60def0f82e4efbe
SLES-04058	Rascal Racers (Europe).bin	a79d41cfc2fa752b63788e575c02a6c2
SLES-04059	ATV Racers (Europe).bin	07a1c4438c6a7a1edc6f288a73248553
SLES-04086	Sorcerer's Maze (Europe) (En,Fr,De,Es,It).bin	1427e2253328722434cc67a9479642ed
SLES-04089	Jigsaw Madness (Europe) (En,Fr,De,Es,It).bin	42ab59b199fc30d92fdb1a5ec0a817b7
SLES-10082	G-Police (Europe) (Disc 2).bin	42fe601ff044a366ccb1672f12e56f1d
SLES-10853	G-Police (France) (Disc 2).bin	67d4d4c40833c8199292aedb0b8073bb
SLES-10854	G-Police (Germany) (Disc 2).bin	fed73e9c446f8546754f8fdb1143bbaf
SLES-10855	G-Police (Italy) (Disc 2).bin	12a110c705bf6494af039765f8a97db9
SLES-10856	G-Police (Spain) (Disc 2).bin	755fa379a949c890e63429c58df70d06
SLES-10949	Command & Conquer - Red Alert (Europe) (Disc 2) (Soviet).bin	bd7b9987db1f7f9985ff8bd9b3238bfc
SLES-10972	Resident Evil 2 (Europe) (Disc 2) (Track 1).bin	018187e3b5dad4ad5494ffd7c017d721
SLES-10973	Resident Evil 2 (France) (Disc 2) (Track 1).bin	832511cd18cc53a4637796885ec509f5
SLES-10974	Resident Evil 2 (Germany) (Disc 2) (Track 1).bin	ace6123b49f7e34070f83a450e283a0e
SLES-10975	Resident Evil 2 (Italy) (Disc 2) (Track 1).bin	be599dad1f12069009a4fa6ebc1ab6e8
SLES-10976	Resident Evil 2 (Spain) (Disc 2) (Track 1).bin	c69b918c5e9d04bdafa786197e4583c6
SLES-11343	Command & Conquer - Red Alert - Retaliation (Europe) (Disc 2) (Soviet).bin	8f6b00dc151d2ed15e9ab31e8688b5c9
SLES-11370	Metal Gear Solid (Europe) (Disc 2).bin	68695af6a80a5f6549fde7280bbe9e32
SLES-11480	Oddworld - Abe's Exoddus (Europe) (Disc 2).bin	6b33a686128479dd80b673edca32bf23
SLES-11503	Oddworld - Abe's Exoddus (Germany) (Disc 2).bin	29148fd2597376ebce8f7f6253ddfb04
SLES-11504	Oddworld - Abe's Exoddus (Italy) (Disc 2).bin	675fd962dd34fcb288dcf1198aeb6287
SLES-11505	Oddworld - Abe's Exoddus (Spain) (Disc 2).bin	1845bbb083e24e3571f1fd2012425156
SLES-11506	Metal Gear Solid (France) (Disc 2).bin	172566da95dd97562eaf7a064259ccf8
SLES-11507	Metal Gear Solid (Germany) (Disc 2).bin	bd1d5483af97a0782b57072507142d8a
SLES-11508	Metal Gear Solid (Italy) (Disc 2).bin	e66c3b63e750abb3ec4ce42cca0197c1
SLES-11734	Metal Gear Solid (Spain) (Disc 2) (Rev 1).bin	05aeab0886e8f71379a2916d18cae796
SLES-12081	Final Fantasy VIII (France) (Disc 2).bin	120243e6b1b7615de1052f97246bd2e0
SLES-12082	Final Fantasy VIII (Germany) (Disc 2).bin	6a8bf29ba19153e9b7e3e3582810cf4f
SLES-12083	Final Fantasy VIII (Italy) (Disc 2).bin	4fe1291a03c07bdd406cdf7f2f6c6c87
SLES-12084	Final Fantasy VIII (Spain) (Disc 2).bin	af0916ddc5560c50979f94b5e0d47e0c
SLES-12166	Fear Effect (Europe) (En,Es,It) (Disc 2).bin	d653460369996efb2855628eff77363d
SLES-12167	Fear Effect (France) (Disc 2).bin	faa55ed6363a54ba4416048b8878ab9e
SLES-12168	Fear Effect (Germany) (Disc 2).bin	0dbc5714cb431acd3aa63f14a48294a3
SLES-12397	Grandia (Europe) (Disc 2).bin	d8e208748574a51ae693f02e07986905
SLES-12398	Grandia (France) (Disc 2).bin	2f3eea4dcca2a9fee10fd87bb8b32d13
SLES-12399	Grandia (Germany) (Disc 2).bin	c661456d06df3c121270aba0b07df1ae
SLES-12558	Parasite Eve II (Europe) (Disc 2).bin	a0cc4e79857b05f825e1942c344f9182
SLES-12559	Parasite Eve II (France) (Disc 2).bin	4fadda295414286f27cc67c66d9b202b
SLES-12560	Parasite Eve II (Germany) (Disc 2).bin	d28b9bc296ae94dc75137051802f5977
SLES-12561	Parasite Eve II (Spain) (Disc 2).bin	64b9b56628118d2f647ed4405f90874b
SLES-12562	Parasite Eve II (Italy) (Disc 2).bin	75c6ee8fd9ccc8917a6fd36bc52b7a3a
SLES-12801	Alone in the Dark - The New Nightmare (Europe) (Disc 2) (Track 1).bin	81aeedeac7e806d878b4c9444026604f
